"X,Y,fid,id,left,top,right,bottom,row_index,col_index,lon,lat"
"99.0676468077967,18.7703400196516,78,133,507029.5313,2075517.75,507229.5313,2075317.75,8,4,99.0676468077967,18.7703400196516"
"99.0676460869062,18.768532438976,79,134,507029.5313,2075317.75,507229.5313,2075117.75,9,4,99.0676460869062,18.768532438976"
"99.067645366098,18.7667248579513,80,135,507029.5313,2075117.75,507229.5313,2074917.75,10,4,99.067645366098,18.7667248579513"
"99.067644645372,18.7649172765774,81,136,507029.5313,2074917.75,507229.5313,2074717.75,11,4,99.067644645372,18.7649172765774"
"99.0676439247283,18.7631096948544,82,137,507029.5313,2074717.75,507229.5313,2074517.75,12,4,99.0676439247283,18.7631096948544"
"99.067643204167,18.7613021127824,83,138,507029.5313,2074517.75,507229.5313,2074317.75,13,4,99.067643204167,18.7613021127824"
"99.0676424836878,18.7594945303613,84,139,507029.5313,2074317.75,507229.5313,2074117.75,14,4,99.0676424836878,18.7594945303613"
"99.067641763291,18.7576869475913,85,140,507029.5313,2074117.75,507229.5313,2073917.75,15,4,99.067641763291,18.7576869475913"
"99.0676410429764,18.7558793644722,86,141,507029.5313,2073917.75,507229.5313,2073717.75,16,4,99.0676410429764,18.7558793644722"
"99.0676403227441,18.7540717810041,87,142,507029.5313,2073717.75,507229.5313,2073517.75,17,4,99.0676403227441,18.7540717810041"
"99.067639602594,18.7522641971872,88,143,507029.5313,2073517.75,507229.5313,2073317.75,18,4,99.067639602594,18.7522641971872"
"99.0676388825262,18.7504566130213,89,144,507029.5313,2073317.75,507229.5313,2073117.75,19,4,99.0676388825262,18.7504566130213"
"99.0676381625406,18.7486490285066,90,145,507029.5313,2073117.75,507229.5313,2072917.75,20,4,99.0676381625406,18.7486490285066"
"99.0676374426372,18.746841443643,91,146,507029.5313,2072917.75,507229.5313,2072717.75,21,4,99.0676374426372,18.746841443643"
"99.0676367228161,18.7450338584306,92,147,507029.5313,2072717.75,507229.5313,2072517.75,22,4,99.0676367228161,18.7450338584306"
"99.0676360030773,18.7432262728694,93,148,507029.5313,2072517.75,507229.5313,2072317.75,23,4,99.0676360030773,18.7432262728694"
"99.0676352834206,18.7414186869595,94,149,507029.5313,2072317.75,507229.5313,2072117.75,24,4,99.0676352834206,18.7414186869595"
"99.0676345638462,18.7396111007008,95,150,507029.5313,2072117.75,507229.5313,2071917.75,25,4,99.0676345638462,18.7396111007008"
